Num,y
349914,617676.375
349915,1327.23364258
349916,311.263275146
349917,309.529022217
349918,21.3406333923
349919,281.205383301
349920,1379.52307129
349921,1376.16821289
349922,81950.2890625
349923,12068.1347656
349924,320.743530273
349925,2845.32128906
349926,309.210174561
349927,233.57144165
349928,1056.57885742
349929,32771.7851562
349930,1057314.25
349931,603434.9375
349932,1309837.125
349933,418324.375
349934,27797.125
349935,12146.2519531
349936,469.674591064
349937,36607.9921875
349938,66294.8359375
349939,63700.4726562
349940,156146.75
349941,89246.4296875
349942,332883.71875
349943,262.966918945
349944,18909.2871094
349945,23169.4042969
349946,52.3108291626
349947,60.9031181335
349948,204.072265625
349949,175.413269043
349950,138518.234375
349951,709984.375
349952,282331.09375
349953,588261.1875
349954,28850.1328125
349955,1010.08026123
349956,31253.7617188
349957,107574.632812
349958,47.9979362488
349959,116.666542053
349960,224.795852661
349961,146.919754028
349962,4628.05273438
349963,57058.0703125
349964,16327.8632812
349965,544519.875
349966,566591.8125
349967,165342.09375
349968,22084.7128906
349969,349.545471191
349970,5019.58496094
350191,1689.73840332
350192,17337.3242188
350193,186759.953125
350194,30720.109375
350195,212.120727539
350196,67934.3671875
350197,54965.21875
350198,66676.890625
350199,75703.25
350200,1990.36132812
350201,1492.55541992
350202,38810.015625
350203,126000.804688
350204,23031.8808594
350205,1983.8236084
350206,84167.59375
350207,65256.0078125
350208,222465.84375
350209,231417.171875
350210,2301.20288086
350211,67886.578125
350212,49122.96875
350213,1022.51202393
350214,18785.7949219
350215,4082.95947266
350216,56955.1484375
350217,4655.88037109
350218,18601.3652344
350219,2665.60253906
350220,17148.7871094
350221,19606.6992188
350222,102115.320312
350223,5438.74804688
350224,17769.421875
350225,9865.41601562
350226,2639.80883789
350227,32228.9023438
350228,968.068725586
350229,124.344474792
350230,8042.41796875
350231,2992.9375
350232,16142.2314453
350233,825059.625
350234,72522.453125
350235,170462.96875
350236,749020.5
350237,52599.0117188
350238,26118.3105469
350239,21392.6445312
350240,437.113983154
350241,33219.296875
350242,53.3702735901
350243,129.24281311
350244,1892184.375
350245,225858.640625
350246,4051.99414062
350247,33751.2421875
350248,122759.820312
350249,12615.0917969
350250,462.233032227
350251,16266.5869141
350252,1318.58251953
350253,611.237121582
350254,9503.52050781
350255,120986.617188
350256,2443.59912109
350257,136744.25
350258,39122.0039062
350259,3524.62841797
350260,92836.5234375
350261,15611.9550781
350262,86948.6015625
350263,138050.75
350264,126066.3125
350265,41648.9179688
350266,49619.9960938
350267,2793.16186523
350268,12296.6923828
350269,11819.1513672
350270,42568.9414062
350271,4341.91162109
350272,29850.3515625
350273,43331.5195312
350274,84954.1953125
350275,71938.7890625
350276,18609.4628906
350277,4124.94335938
350278,43245.8046875
350279,52504.6953125
350280,24254.8027344
350281,3683.80541992
350282,49190.28125
350283,50342.6835938
350284,108755.101562
350285,8482.90722656
350286,316.645843506
350287,1403.08239746
350288,1308.49499512
350289,12164.3603516
350290,74825.234375
350291,1910.68664551
350292,396.425476074
350293,15938.8476562
350294,3041.54492188
350295,3117.70654297
350296,47356.484375
350297,193834.8125
350298,21902.9179688
350299,973952.375
350300,128232.375
350301,18187.1875
350302,100558.210938
350303,552.651550293
350304,1785456.375
350305,32935.3203125
350306,27980.2304688
350307,317894.09375
350308,233570.953125
350309,296930.4375
350310,969254.5
350311,89454.7578125
350312,66021.4609375
350313,2420.45019531
350314,4523.37304688
350315,138.619873047
350316,9955.09667969
350317,57895.4101562
350318,3310.00976562
350319,22491.09375
350320,223541.1875
350321,66381.96875
350322,226816.578125
350323,107091.867188
350324,56661.0976562
350325,38090.2109375
350326,644.057556152
350327,13983.7753906
350328,113572.53125
350329,314729.5625
350330,194803.28125
350331,15960.6523438
350332,22290.0546875
350333,164.066070557
350334,8581.83789062
350335,72948.5234375
350336,2697.56005859
350337,902.944824219
350338,46765.6992188
350339,9898.49023438
350340,2312.80908203
350341,736.352355957
350342,92338.4375
350343,393252.875
350344,1588.24511719
350345,14463.7587891
350346,195.528503418
350347,22267.9355469
350348,46085.8085938
350349,93159.7421875
350350,71806.71875
350351,111121.734375
350352,218968.25
350353,10248.2441406
350354,4829.37011719
350355,9717.39648438
350356,1140.4597168
350357,1973.81689453
350358,46583.0820312
350359,17587.2578125
350360,243390.15625
350361,208877.015625
350362,261.868225098
350363,655.121948242
350364,38.1032867432
350365,1926.15002441
350366,1127.98095703
350367,46389.3359375
350368,4531.69042969
350369,1335.21655273
350370,2827.09985352
350371,1359.53955078
350372,330.310546875
350373,1165.44641113
350374,3212.06030273
350375,657801.4375
350376,21758.3222656
350377,739853.0625
350378,208667.640625
350379,21340.5507812
350380,11525.9140625
350381,871.930664062
350382,21302.3789062
350383,33092.203125
350384,64028.4023438
350385,100344.90625
350386,46672.4960938
350387,51.9713020325
350388,107246.15625
350389,16396.3320312
350390,554.550964355
350391,82.701461792
350392,17792.296875
350393,271.305603027
350394,77.5029983521
350395,510.705200195
350396,234.569000244
350397,72193.40625
350398,301516.28125
350399,127761.703125
350400,243621.734375
350401,23475.9042969
350402,1694.81848145
350403,23782.359375
350404,90783.2109375
350405,248139.078125
350406,67.06640625
350407,94.9941329956
350408,89.6888885498
350409,3655.54760742
350410,30040.2363281
350411,15127.3427734
350412,454.145019531
350413,3235.12255859
350414,96874.4921875
350415,247129.015625
350416,17378.3144531
350417,18426.4453125
350418,186759.953125
350419,30821.0546875
350420,212.120727539
350421,67934.3671875
350422,55174.2890625
350423,66676.890625
350424,75703.25
350425,1948.24279785
350426,1492.55541992
350427,39015.875
350428,126000.804688
350429,24060.0371094
350430,856959.375
350431,1689.73840332
350432,1981.20007324
350433,84320.6875
350434,67670.6796875
350435,222465.84375
350436,231417.171875
350437,2301.20288086
350438,67886.578125
350439,49122.96875
350440,1029.79553223
350441,19874.9082031
350442,4235.29052734
350443,56955.1484375
350444,4668.82861328
350445,16153.1240234
350446,9407.61132812
350447,17801.8574219
350448,19606.6992188
350449,102115.320312
350450,7208.07421875
350451,18900.0976562
350452,10654.0410156
350453,2639.80883789
350454,32237.4570312
350455,975.352233887
350456,131.627929688
350457,8647.06054688
350458,2992.9375
350459,4467.44287109
350460,2665.60253906
350461,72522.453125
350462,170462.96875
350463,762329.875
350464,52599.0117188
350465,27248.9824219
350466,21420.9648438
350467,444.397491455
350468,33231.9296875
350469,53.8285522461
350470,129.24281311
350471,2002373.375
350472,225853.59375
350473,15611.9550781
350474,86971.6015625
350475,122759.820312
350476,12504.0234375
350477,533.17010498
350478,17330.7910156
350479,1319.04077148
350480,611.237121582
350481,9374.83300781
350482,120986.617188
350483,2633.24658203
350484,136745.3125
350485,40711.421875
350486,3524.62841797
350487,92836.5234375
350488,552.651550293
350489,33762.609375
350490,138050.75
350491,126066.3125
350492,41648.9179688
350493,2793.16186523
350494,12191.4013672
350495,11736.9746094
350496,42568.9414062
350497,4829.37744141
350498,43331.5195312
350499,85037.2734375
350500,71964.3046875
350501,29952.8320312
350502,12069.9619141
350503,74825.234375
350504,4641.75634766
350505,43263.5625
350506,52504.6953125
350507,24364.8652344
350508,3969.70581055
350509,49190.28125
350510,50342.6835938
350511,108755.101562
350512,8884.64941406
350513,316.645843506
350514,1403.08239746
350515,1323.29711914
350516,18615.8574219
350517,19262.53125
350518,1910.68664551
350519,396.425476074
350520,16591.921875
350521,3193.07958984
350522,3132.50854492
350523,47565.5625
350524,193834.8125
350525,22932.6679688
350526,1006285.375
350527,128232.375
350528,18191.1796875
350529,100634.5625
350530,1895645.625
350531,32935.3203125
350532,28018.6835938
350533,317894.09375
350534,233582.890625
350535,296962.96875
350536,969254.5
350537,89454.7578125
350538,66021.4609375
350539,2420.45019531
350540,4891.3125
350541,138.619873047
350542,10278.3740234
350543,57876.8789062
350544,3310.00976562
350545,23520.8476562
350546,223546.40625
350547,66381.96875
350548,226923.109375
350549,107091.867188
350550,56661.0976562
350551,38293.875
350552,644.057556152
350553,13994.6679688
350554,113572.53125
350555,314864.4375
350556,194803.28125
350557,17073.265625
350558,23319.8085938
350559,164.066070557
350560,22267.9355469
350561,2645.64599609
350562,46747.1601562
350563,72948.5234375
350564,10494.6523438
350565,2312.80908203
350566,736.352355957
350567,92338.4375
350568,423466.875
350569,49619.9960938
350570,1588.24511719
350571,15552.8740234
350572,195.528503418
350573,902.944824219
350574,46085.8085938
350575,93159.7421875
350576,71806.71875
350577,111121.734375
350578,218949.96875
350579,10339.2109375
350580,5016.91894531
350581,9974.17773438
350582,1140.4597168
350583,1973.81689453
350584,46773.6210938
350585,18240.328125
350586,243422.65625
350587,3212.06030273
350588,261.868225098
350589,655.580200195
350590,41.4205474854
350591,281.205383301
350592,1926.15002441
350593,1135.2644043
350594,46389.3359375
350595,4554.80566406
350596,1342.5
350597,2827.09985352
350598,1366.82299805
350599,330.310546875
350600,1165.44641113
350601,22870.9394531
350602,657801.4375
350603,209211.3125
350604,746268.5625
350605,208667.640625
350606,22297.6796875
350607,11443.7382812
350608,879.214233398
350609,22332.1328125
350610,33094.3359375
350611,64028.4023438
350612,100344.90625
350613,46672.4960938
350614,107246.15625
350615,554.550964355
350616,16466.2207031
350617,17815.796875
350618,271.305603027
350619,77.5029983521
350620,510.705200195
350621,234.569000244
350622,72193.40625
350623,301589.0
350624,127761.703125
350625,243789.40625
350626,23545.7832031
350627,1694.81848145
350628,24717.8710938
350629,90957.0078125
350630,82.701461792
350631,67.5246810913
350632,94.9941329956
350633,89.6888885498
350634,3794.51049805
350635,30042.3730469
350636,15135.8183594
350637,248139.078125
350638,247618.734375
350639,96874.4921875
350640,17309.8164062
350641,454.145019531
350642,3235.12255859
350643,86781.921875
350644,49679.8554688
350645,2037.64221191
350646,1817.78405762
350647,26208.6425781
350648,186759.953125
350649,32897.3125
350650,67920.3671875
350651,67658.7109375
350652,67263.3203125
350653,75577.3203125
350654,1958.91992188
350655,1514.24743652
350656,74825.234375
350657,66787.2109375
350658,235473.28125
350659,244424.625
350660,2270.38574219
350661,67886.578125
350662,59752.390625
350663,1122.32543945
350664,20454.90625
350665,4643.60595703
350666,67605.65625
350667,5198.734375
350668,18614.2324219
350669,53897.3085938
350670,171172.71875
350671,102115.320312
350672,7879.43164062
350673,24316.5527344
350674,10897.3847656
350675,2651.25927734
350676,37078.0351562
350677,1021.28985596
350678,148.17250061
350679,9705.36230469
350680,3856.05151367
350681,16090.0078125
350682,3201.96655273
350683,72522.2265625
350684,126000.804688
350685,762965.375
350686,63229.1210938
350687,31530.0546875
350688,21419.0527344
350689,465.839050293
350690,38103.2226562
350691,86.4619216919
350692,157.414703369
350693,2002374.125
350694,238880.53125
350695,5096.59521484
350696,856959.8125
350697,24062.2597656
350698,44393.8671875
350699,12480.3232422
350700,547.24230957
350701,25273.2246094
350702,1373.2755127
350703,685.523498535
350704,10560.5205078
350705,120986.617188
350706,2632.67114258
350707,142349.28125
350708,42730.7929688
350709,4283.94677734
350710,92836.5234375
350711,15617.265625
350712,122759.820312
350713,138050.75
350714,126066.3125
350715,52278.5507812
350716,2801.60595703
350717,12130.1689453
350718,12931.3496094
350719,53198.5820312
350720,5520.98681641
350721,34788.7148438
350722,54033.1835938
350723,84970.3671875
350724,75265.6015625
350725,17796.3964844
350726,410.708099365
350727,66223.984375
350728,32234.4257812
350729,4140.125
350730,59819.9140625
350731,58889.0429688
350732,108741.101562
350733,9380.12792969
350734,337.405059814
350735,1459.47937012
350736,2351.18139648
350737,12014.6708984
350738,19264.1367188
350739,1919.16174316
350740,5031.26757812
350741,16524.625
350742,3316.38818359
350743,3010.4699707
350744,58197.7421875
350745,193834.8125
350746,27068.4746094
350747,1006285.375
350748,128232.375
350749,21234.9609375
350750,100603.867188
350751,564.20703125
350752,86957.6171875
350753,1895645.625
350754,32161.625
350755,317894.09375
350756,246590.328125
350757,296962.96875
350758,969361.0625
350759,89454.7578125
350760,74567.8515625
350761,2373.83886719
350762,6048.52392578
350763,149.400787354
350764,10203.5263672
350765,68506.5546875
350766,3326.95776367
350767,40723.8828125
350768,236553.859375
350769,74928.34375
350770,239930.546875
350771,107091.867188
350772,67290.7734375
350773,48928.7265625
350774,812.772277832
350775,13935.6054688
350776,113572.53125
350777,314864.4375
350778,207810.71875
350779,17508.3027344
350780,28233.4648438
350781,56715.3398438
350782,19612.6621094
350783,72947.6328125
350784,2664.52905273
350785,57376.3164062
350786,11002.2949219
350787,2303.2980957
350788,675.911743164
350789,92337.703125
350790,423466.875
350791,58166.3554688
350792,1608.05126953
350793,18268.2871094
350794,204.332992554
350795,9940.625
350796,93159.0
350797,71806.71875
350798,111121.734375
350799,232013.25
350800,10662.8574219
350801,5579.51367188
350802,10946.9160156
350803,1118.15759277
350804,2641.02246094
350805,57403.1523438
350806,18230.7128906
350807,256430.125
350808,25639.4414062
350809,746268.5625
350810,684.044311523
350811,1981.10021973
350812,1164.69750977
350813,57028.3515625
350814,5768.93457031
350815,1477.56420898
350816,2865.64306641
350817,1374.39916992
350818,371.288848877
350819,1165.22387695
350820,3308.60546875
350821,657801.4375
350822,222218.75
350823,27121.6523438
350824,221675.109375
350825,22305.8027344
350826,11369.6816406
350827,869.80859375
350828,25511.125
350829,43745.2695312
350830,64028.4023438
350831,100344.90625
350832,57301.9101562
350833,83.5645828247
350834,107246.15625
350835,22279.5605469
350836,18440.0136719
350837,93.1199951172
350838,329.975372314
350839,18011.1855469
350840,552.435974121
350841,260.893737793
350842,72193.40625
350843,301589.0
350844,127761.703125
350845,256796.875
350846,27899.9726562
350847,1738.08459473
350848,31253.6386719
350849,261146.515625
350850,90922.0234375
350851,96874.4921875
350852,260626.203125
350853,626.936889648
350854,77.1652679443
350855,109.009613037
350856,106.248291016
350857,4386.24316406
350858,33762.6796875
350859,17237.9179688
350860,15069.4121094
350861,472.586212158
350862,3702.72314453
350863,16377.4580078
350864,152687.75
350865,15393.5712891
350866,248.666641235
350867,92852.1484375
350868,79552.0
350869,41138.5117188
350870,59884.375
350871,2097.25561523
350872,1311.14770508
350873,37994.8203125
350874,126084.929688
350875,14755.4941406
350876,1024916.0625
350877,1643.28942871
350878,1560.16259766
350879,127373.929688
350880,89995.59375
350881,345752.90625
350882,395630.375
350883,1737.58154297
350884,77869.65625
350885,39261.6210938
350886,890.272521973
350887,14884.0400391
350888,7004.08203125
350889,96731.109375
350890,4144.54345703
350891,11540.1425781
350892,6468.61767578
350893,15367.8847656
350894,11854.4345703
350895,121454.726562
350896,7143.93164062
350897,15003.7392578
350898,9484.24316406
350899,1869.16833496
350900,33366.4960938
350901,1402.71459961
350902,114.875724792
350903,15926.3339844
350904,2371.5144043
350905,5316.03710938
350906,2199.63061523
350907,73706.7265625
350908,241419.9375
350909,840721.375
350910,86413.8671875
350911,14386.3603516
350912,16502.1425781
350913,495.021240234
350914,33353.6523438
350915,140.200759888
350916,217.75038147
350917,2129856.25
350918,285985.71875
350919,10472.2451172
350920,113636.882812
350921,199565.09375
350922,12513.3193359
350923,1155.06750488
350924,30237.6640625
350925,1568.94140625
350926,1417.93591309
350927,13590.2460938
350928,103068.664062
350929,3754.37670898
350930,63470.5351562
350931,10868.6611328
350932,2897.23071289
350933,123432.5625
350934,1097.89697266
350935,20975.9648438
350936,58713.5273438
350937,67695.6796875
350938,43902.5195312
350939,876.973449707
350940,12619.3369141
350941,11623.5371094
350942,30744.5859375
350943,6733.98974609
350944,41574.0273438
350945,87307.703125
350946,88012.9375
350947,17302.3046875
350948,10290.9404297
350949,74935.1484375
350950,5557.81005859
350951,35637.90625
350952,40473.828125
350953,19182.3710938
350954,4418.27929688
350955,36151.640625
350956,76997.2734375
350957,115334.046875
350958,7841.79052734
350959,244.913803101
350960,1530.32019043
350961,1588.76293945
350962,18078.3945312
350963,23615.6074219
350964,2025.55151367
350965,2302.49389648
350966,11146.6142578
350967,3619.65551758
350968,3135.72216797
350969,29669.4472656
350970,136748.6875
350971,15822.1191406
350972,881376.0625
350973,136768.984375
350974,17160.5761719
350975,108662.820312
350976,1728792.125
350977,16226.4736328
350978,17511.5742188
350979,456228.84375
350980,363097.875
350981,379571.8125
350982,729015.4375
350983,50389.9179688
350984,73002.109375
350985,1707.72375488
350986,4611.65136719
350987,85.4248657227
